Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
8-April-2024,1557.70,1557.70,1541.50,1546.05,1546.575226085722863939,303093,10654,468756125.00,123268,40.67,16.20,-11.65
5-April-2024,1543.00,1554.00,1530.00,1549.40,1545.738360850002106387,1471714,49721,2274884786.00,803503,54.60,24.00,6.40
4-April-2024,1505.00,1529.85,1505.00,1527.90,1520.357124953129330442,1962848,54638,2984229942.00,1136330,57.89,24.85,22.90
3-April-2024,1473.35,1495.60,1471.45,1482.55,1486.440672051051949346,220638,8889,327965297.00,99663,45.17,24.15,9.20
2-April-2024,1466.60,1494.65,1465.50,1479.95,1484.202220007060826947,288918,10228,428812737.00,119847,41.48,29.15,13.35
1-April-2024,1459.00,1473.25,1456.10,1470.15,1467.116828063924065214,781302,29485,1146261312.00,517690,66.26,17.15,11.15
28-March-2024,1440.00,1459.70,1440.00,1448.20,1452.816183225416108707,1170187,32044,1700066611.00,686247,58.64,19.70,8.20
27-March-2024,1423.90,1446.95,1421.05,1440.70,1433.956668886831175441,923355,33834,1324051060.00,647153,70.09,25.90,16.80
26-March-2024,1428.75,1438.50,1422.10,1426.90,1430.653310394846225659,1056158,32596,1510995939.00,703626,66.62,16.40,-1.85
22-March-2024,1437.30,1450.70,1437.30,1442.95,1443.384445896884685889,783356,14169,1130683866.00,193212,24.66,13.40,5.65
21-March-2024,1440.05,1450.90,1438.25,1445.10,1445.239347811453824375,727949,14908,1052060538.00,536778,73.74,12.65,5.05
20-March-2024,1448.80,1451.60,1424.75,1431.10,1435.548677253681651801,211454,7027,303552510.00,115541,54.64,26.85,-17.70
19-March-2024,1432.40,1451.85,1432.40,1448.95,1445.642085176910231303,478463,17155,691686249.00,317142,66.28,19.45,16.55
18-March-2024,1447.95,1455.95,1436.00,1446.20,1448.466608465343176435,339053,9154,491106949.00,134481,39.66,19.95,-1.75
15-March-2024,1451.95,1459.45,1441.70,1452.20,1451.213706864806508250,1591334,37030,2309365713.00,824600,51.82,17.75,0.25
14-March-2024,1460.10,1465.00,1444.20,1455.80,1453.559805275244825738,563462,18487,819025715.00,322322,57.20,20.80,-4.30
13-March-2024,1464.95,1471.40,1450.35,1460.10,1461.164882294014525419,1437480,54276,2100395295.00,908586,63.21,21.05,-4.85
12-March-2024,1431.65,1463.85,1429.50,1459.90,1455.008492700830642713,579792,16586,843602284.00,201729,34.79,34.35,28.25
11-March-2024,1429.50,1446.30,1423.10,1427.05,1431.088533875583539504,907822,33004,1299173655.00,528972,58.27,23.20,-2.45
7-March-2024,1446.80,1450.95,1441.25,1446.35,1445.213896191655879330,824269,25760,1191245013.00,429477,52.10,9.70,-0.45
6-March-2024,1432.00,1452.30,1432.00,1441.85,1444.856748821175731682,837487,33342,1210048744.00,464506,55.46,20.30,9.85
5-March-2024,1422.95,1442.95,1422.10,1441.10,1432.424399577917499404,411294,11769,589147561.00,242993,59.08,20.85,18.15
4-March-2024,1432.40,1437.00,1424.00,1432.20,1431.466581728107962680,646742,24470,925789560.00,368809,57.03,13.00,-0.20
2-March-2024,1432.15,1435.00,1427.70,1430.35,1430.519471388736623847,167836,8738,240092666.00,122688,73.10,7.30,-1.80
1-March-2024,1402.20,1433.15,1400.20,1431.15,1422.535496102015606865,535918,22382,762362378.00,93495,17.45,32.95,28.95
29-February-2024,1401.00,1410.00,1398.00,1402.75,1402.929539974056889134,355393,14488,498591338.00,165812,46.66,12.00,1.75
28-February-2024,1422.60,1424.25,1404.10,1408.15,1414.832200378380621984,746867,37584,1056691481.00,401431,53.75,20.15,-14.45
27-February-2024,1413.80,1426.70,1413.30,1420.55,1419.456543327344193844,216503,8541,307316600.00,108553,50.14,13.40,6.75
26-February-2024,1419.95,1434.70,1415.00,1422.25,1425.684640378332549778,1006099,34803,1434379891.00,401229,39.88,19.70,2.30
23-February-2024,1423.10,1433.95,1417.00,1420.90,1424.177087553210097071,1103409,39734,1571449816.00,327892,29.72,16.95,-2.20
22-February-2024,1416.40,1428.95,1412.40,1419.80,1417.645071154437935098,688924,14308,976649713.00,519345,75.38,16.55,3.40
21-February-2024,1465.00,1465.00,1435.05,1438.20,1446.047701600294054718,364558,15258,527168258.00,181208,49.71,29.95,-26.80
20-February-2024,1417.40,1457.00,1412.25,1453.75,1440.721669878422198119,1251133,50655,1802534425.00,661054,52.84,44.75,36.35
19-February-2024,1431.00,1431.00,1415.10,1417.10,1420.528839002295635816,808055,37613,1147865431.00,422539,52.29,15.90,-13.90
16-February-2024,1424.95,1428.15,1408.60,1419.90,1418.282086905173581830,988986,28596,1402661128.00,280751,28.39,19.55,-5.05
15-February-2024,1387.80,1415.25,1384.50,1413.75,1402.537060815231614760,489088,16364,685964046.00,216721,44.31,30.75,25.95
14-February-2024,1380.90,1391.45,1363.45,1384.00,1372.538838011197211820,782159,35273,1073543605.00,353800,45.23,28.00,3.10
13-February-2024,1393.40,1403.90,1384.10,1394.00,1393.693916960109837466,809924,45044,1128786152.00,378087,46.68,19.80,0.60
12-February-2024,1403.95,1413.70,1383.60,1390.55,1396.218102113846466236,719021,31658,1003910136.00,282510,39.29,30.10,-13.40
9-February-2024,1395.95,1414.00,1387.25,1403.20,1402.922992667262161510,1766598,90648,2478400953.00,667944,37.81,26.75,7.25
8-February-2024,1431.95,1438.95,1400.90,1403.65,1414.357977645297918284,588601,32167,832492520.00,349162,59.32,38.05,-28.30
7-February-2024,1458.80,1458.80,1427.20,1429.90,1436.101268749106461160,328749,14937,472116856.00,191072,58.12,31.60,-28.90
6-February-2024,1445.10,1449.45,1432.50,1443.80,1440.778815361845191336,714159,40936,1028945158.00,402563,56.37,16.95,-1.30
5-February-2024,1446.90,1451.50,1434.05,1445.10,1442.293382685958203061,1278419,61124,1843855264.00,454602,35.56,17.45,-1.80
2-February-2024,1476.00,1480.00,1443.00,1446.85,1461.876247952512936924,1503062,73801,2197290637.00,464261,30.89,37.00,-29.15
1-February-2024,1472.65,1473.65,1456.35,1466.40,1465.554370075866838580,287741,9412,421700080.00,83921,29.17,17.30,-6.25
31-January-2024,1442.10,1475.00,1436.95,1462.25,1460.996183393132285445,367342,13517,536685260.00,141358,38.48,38.05,20.15
30-January-2024,1455.60,1463.15,1440.90,1444.20,1448.224250690647648330,865130,51736,1252902246.00,520150,60.12,22.25,-11.40
29-January-2024,1453.95,1462.85,1442.30,1455.65,1451.448854039008786324,2407150,61249,3493855109.00,1279367,53.15,20.55,1.70
25-January-2024,1453.65,1454.75,1419.00,1435.30,1433.639685661893008293,1576010,47309,2259430481.00,594845,37.74,35.75,-18.35
24-January-2024,1393.65,1458.50,1382.40,1455.85,1439.123958116884067090,2733512,90307,3933862609.00,1549984,56.70,76.10,62.20
23-January-2024,1459.95,1474.95,1425.00,1427.60,1442.172718045913847051,1070004,46490,1543130577.00,569144,53.19,49.95,-32.35
20-January-2024,1484.60,1495.65,1475.55,1478.65,1483.056626230098276493,2283659,86715,3386795612.00,585867,25.65,20.10,-5.95
19-January-2024,1514.00,1514.00,1469.00,1470.70,1482.215970518752994178,5827976,176702,8638319103.00,4382426,75.20,45.00,-43.30
18-January-2024,1500.05,1515.50,1480.00,1486.80,1496.705042501871048028,2278135,75751,3409696142.00,1187574,52.13,35.50,-13.25
17-January-2024,1583.85,1596.00,1527.25,1536.90,1564.263676712759867716,2211606,94477,3459534933.00,1313014,59.37,68.75,-46.95
16-January-2024,1674.75,1683.90,1658.05,1678.95,1671.211817019124951667,268968,10248,449502500.00,113612,42.24,25.85,4.20
15-January-2024,1646.15,1681.00,1644.10,1671.85,1668.982650380971623793,975007,27525,1627269767.00,280018,28.72,36.90,25.70
12-January-2024,1650.05,1656.15,1633.55,1639.55,1643.842368916143132343,798897,38244,1313260737.00,188068,23.54,22.60,-10.50
11-January-2024,1657.95,1662.45,1643.45,1649.00,1652.873579020630515290,232762,14075,384726160.00,119175,51.20,19.00,-8.95
10-January-2024,1643.90,1659.85,1641.05,1656.00,1653.495803666949496440,108428,5082,179285243.00,47128,43.46,18.80,12.10
9-January-2024,1665.15,1677.55,1647.00,1650.40,1665.361187799576814014,347365,17462,578488189.00,210769,60.68,30.55,-14.75
8-January-2024,1675.25,1682.20,1659.30,1663.75,1667.990792799518980055,701842,29722,1170665994.00,173752,24.76,22.90,-11.50
5-January-2024,1686.70,1704.90,1668.25,1682.50,1677.844643202564409605,542815,20220,910759240.00,107862,19.87,36.65,-4.20
4-January-2024,1680.05,1694.95,1670.95,1690.10,1683.566438051646101032,137203,7333,230990366.00,66341,48.35,24.00,10.05
3-January-2024,1699.05,1702.40,1669.00,1672.85,1681.180851190207487413,420893,23734,707597252.00,234167,55.64,33.40,-26.20
2-January-2024,1700.55,1702.75,1688.65,1699.25,1698.046645873536531003,1377378,17750,2338852093.00,1221079,88.65,14.10,-1.30
1-January-2024,1709.65,1709.65,1691.50,1700.65,1701.717178534433954101,808998,32792,1376685794.00,228576,28.25,18.15,-9.00
29-December-2023,1701.95,1715.60,1695.05,1709.65,1708.517319324708728869,917530,35943,1567615896.00,117983,12.86,20.55,7.70
28-December-2023,1710.00,1721.70,1701.15,1705.20,1715.747629538458818824,452549,17596,776459874.00,283070,62.55,20.55,-4.80
27-December-2023,1684.15,1706.10,1679.30,1702.85,1695.651462266472025850,609670,26439,1033787827.00,450863,73.95,26.80,18.70
26-December-2023,1670.80,1685.95,1668.70,1683.10,1679.041965236323615613,167186,7078,280712310.00,59159,35.39,17.25,12.30
22-December-2023,1686.35,1686.35,1666.90,1670.70,1674.069462242595059285,1068307,33846,1788420125.00,172486,16.15,19.45,-15.65
21-December-2023,1651.70,1689.85,1649.45,1686.40,1673.151408899249691086,314004,9617,525376235.00,146162,46.55,40.40,34.70
20-December-2023,1655.20,1668.55,1644.20,1656.20,1662.084132075790802951,886915,41162,1474127348.00,670287,75.58,24.35,1.00
19-December-2023,1646.00,1658.15,1644.00,1653.05,1650.764073161660461844,271563,13907,448286444.00,157368,57.95,14.15,7.05
18-December-2023,1660.00,1664.50,1650.70,1656.00,1656.691750731257611338,1054348,35847,1746729634.00,160065,15.18,13.80,-4.00
15-December-2023,1655.20,1666.55,1646.30,1656.30,1651.636617547339461051,669526,20987,1105813658.00,176745,26.40,20.25,1.10
14-December-2023,1644.00,1658.50,1644.00,1649.95,1651.385736045198787960,431339,15900,712307072.00,282586,65.51,14.50,5.95
13-December-2023,1633.65,1636.25,1615.20,1631.60,1626.733876923985937546,135396,4189,220253260.00,76189,56.27,21.05,-2.05
12-December-2023,1652.55,1656.95,1631.35,1634.50,1643.236002840222383369,264768,9678,435076310.00,87242,32.95,25.60,-18.05
11-December-2023,1659.95,1664.10,1646.65,1650.75,1652.068912945066332063,1345277,38503,2222490311.00,308459,22.93,17.45,-9.20
8-December-2023,1630.60,1655.00,1630.60,1653.10,1649.736772667582027108,1470459,50516,2425870285.00,567191,38.57,24.40,22.50
7-December-2023,1627.20,1634.25,1616.00,1630.60,1627.731896617969757255,117119,4789,190638332.00,64832,55.36,18.25,3.40
6-December-2023,1636.90,1636.90,1616.90,1627.20,1627.284693488276550165,136308,5519,221811922.00,69405,50.92,20.00,-9.70
5-December-2023,1622.00,1636.50,1617.00,1623.45,1625.885762825778507953,482076,9575,783800505.00,197517,40.97,19.50,1.45
4-December-2023,1590.00,1612.00,1572.95,1609.05,1597.555341834759280260,2254759,72340,3602102285.00,1136144,50.39,39.05,19.05
1-December-2023,1559.00,1565.55,1551.60,1555.50,1558.180430698451314210,1238082,42667,1929155144.00,294026,23.75,13.95,-3.50
30-November-2023,1565.45,1570.10,1542.10,1559.00,1553.510512035587155143,425322,19087,660742198.00,216203,50.83,28.00,-6.45
29-November-2023,1533.20,1562.50,1533.20,1559.25,1549.623604849406334252,623499,24525,966188768.00,477681,76.61,29.30,26.05
28-November-2023,1535.00,1537.85,1525.35,1529.60,1532.194068596140661349,170651,4740,261470450.00,123530,72.39,12.50,-5.40
24-November-2023,1521.75,1533.85,1520.00,1532.05,1530.399474375821287779,1003759,29189,1536152246.00,210092,20.93,13.85,10.30
23-November-2023,1509.80,1523.70,1509.00,1521.75,1520.098782635759809296,141371,5470,214897885.00,45185,31.96,14.70,11.95
22-November-2023,1513.10,1519.50,1503.60,1512.35,1513.555576930865497549,98764,4381,149484803.00,56792,57.50,15.90,-0.75
21-November-2023,1512.05,1521.95,1511.35,1517.65,1517.234276525242024559,123128,4543,186814022.00,62342,50.63,10.60,5.60
20-November-2023,1512.00,1512.95,1501.55,1505.15,1504.940503526807267931,339684,9413,511204210.00,126977,37.38,11.40,-6.85
17-November-2023,1498.85,1507.55,1489.20,1505.05,1503.455027132719287010,616783,24957,927305502.00,172795,28.02,18.35,6.20
16-November-2023,1510.00,1519.30,1504.30,1508.35,1512.952592036063110443,412610,7792,624259369.00,319322,77.39,15.00,-1.65
15-November-2023,1500.00,1510.95,1500.00,1504.30,1506.849271689171988776,357471,16556,538654916.00,196614,55.00,10.95,4.30
13-November-2023,1490.35,1496.00,1485.95,1489.15,1491.438721892169709389,608994,30863,908277233.00,176666,29.01,10.05,-1.20
12-November-2023,1502.90,1502.90,1496.80,1500.05,1499.952024362238530278,60093,5235,90136617.00,44129,73.43,6.10,-2.85
10-November-2023,1484.35,1496.75,1480.90,1490.45,1487.982605164528648555,600868,38988,894081132.00,141574,23.56,15.85,6.10
9-November-2023,1488.95,1492.80,1483.70,1487.20,1488.235288424312814556,289296,8243,430540516.00,220269,76.14,9.10,-1.75
8-November-2023,1487.90,1493.25,1480.50,1491.20,1489.396815562852363546,322820,15037,480807080.00,203825,63.14,12.75,3.30
7-November-2023,1496.95,1496.95,1477.20,1488.60,1484.122645203287049046,408634,13329,606462973.00,342640,83.85,19.75,-8.35
6-November-2023,1498.80,1498.80,1483.55,1494.20,1486.646744970385376938,348983,14253,518814441.00,279381,80.06,15.25,-4.60
3-November-2023,1488.00,1491.45,1481.00,1483.55,1487.222689542551368089,1061846,34694,1579201464.00,263052,24.77,10.45,-4.45
2-November-2023,1488.00,1490.80,1470.25,1476.85,1478.585109449901109583,149155,6065,220538362.00,62889,42.16,20.55,-11.15
1-November-2023,1465.00,1477.50,1463.55,1474.75,1468.558449539425082210,305922,22074,449264338.00,178128,58.23,13.95,9.75
31-October-2023,1500.05,1500.50,1474.00,1476.70,1482.189251347049632755,136966,7432,203009533.00,85019,62.07,26.50,-23.35
30-October-2023,1465.00,1489.90,1462.15,1484.90,1477.626368511744295198,382441,19734,565104906.00,169575,44.34,27.75,19.90
27-October-2023,1473.45,1478.45,1467.00,1469.55,1471.187758159113423759,1166916,52260,1716752534.00,355768,30.49,11.45,-3.90
26-October-2023,1495.00,1495.00,1460.55,1463.50,1470.248011408512505484,1139500,72953,1675347609.00,807482,70.86,34.45,-31.50
25-October-2023,1522.00,1522.00,1491.50,1496.55,1504.253281343440942731,289287,12226,435160919.00,208792,72.17,30.50,-25.45
23-October-2023,1525.00,1528.95,1500.35,1505.80,1518.797502944780543382,337037,22006,511890954.00,179478,53.25,28.60,-19.20
20-October-2023,1502.25,1527.00,1502.25,1523.05,1518.658436655268063565,848642,31826,1288797333.00,403686,47.57,24.75,20.80
19-October-2023,1507.00,1526.25,1503.35,1514.95,1521.441374418212449601,575167,9994,875082871.00,505311,87.85,22.90,7.95
18-October-2023,1541.95,1541.95,1518.15,1519.70,1524.367176179018504056,443038,35320,675352585.00,308856,69.71,23.80,-22.25
17-October-2023,1558.00,1558.00,1535.00,1541.35,1543.274736118986347974,366832,11008,566122558.00,238568,65.03,23.00,-16.65
16-October-2023,1536.70,1536.70,1522.00,1529.50,1529.003064680532070601,589621,23899,901532316.00,399840,67.81,14.70,-7.20
13-October-2023,1541.40,1548.70,1530.00,1536.75,1539.299483343902711978,1179508,41232,1815616055.00,471300,39.96,18.70,-4.65
12-October-2023,1538.00,1552.00,1531.65,1549.85,1542.227810261932188110,319472,11375,492698603.00,241306,75.53,20.35,11.85
11-October-2023,1539.50,1542.35,1529.00,1538.60,1531.610100642824940616,1089099,6467,1668075029.00,1037731,95.28,13.35,-0.90
10-October-2023,1521.00,1528.95,1515.30,1524.60,1522.562683077832912889,108219,5531,164770211.00,51028,47.15,13.65,3.60
9-October-2023,1529.00,1529.00,1512.35,1516.15,1518.082211222830306381,367091,26357,557274317.00,238867,65.07,16.65,-12.85
6-October-2023,1545.95,1545.95,1530.75,1534.15,1538.025154483936425154,544555,33306,837539288.00,149281,27.41,15.20,-11.80
5-October-2023,1536.70,1551.90,1533.95,1535.85,1546.431525867254992912,1539282,27039,2380394212.00,1279809,83.14,17.95,-0.85
4-October-2023,1500.00,1535.40,1488.65,1530.80,1518.392990305741983594,535059,15807,812429835.00,331301,61.92,46.75,30.80
3-October-2023,1526.55,1527.00,1506.00,1507.95,1511.771070453063165998,611769,52079,924854676.00,414150,67.70,21.00,-18.60
29-September-2023,1524.00,1535.50,1522.95,1526.55,1529.412980744805161814,196830,11271,301034357.00,84283,42.82,12.55,2.55
28-September-2023,1535.30,1537.80,1520.00,1522.95,1527.160987048610435094,462267,28531,705956128.00,191605,41.45,17.80,-12.35
27-September-2023,1529.85,1532.75,1515.35,1527.20,1524.284270205770390594,616804,39341,940184635.00,387645,62.85,17.40,-2.65
26-September-2023,1526.95,1539.50,1525.40,1537.65,1535.038992310805341966,494200,25813,758616270.00,304636,61.64,14.10,10.70
25-September-2023,1528.00,1540.80,1525.70,1531.70,1534.679539109789188060,306624,13826,470569579.00,181842,59.30,15.10,3.70
22-September-2023,1557.00,1564.15,1524.00,1529.20,1544.151598117217020474,1103048,76856,1703273332.00,760932,68.98,40.15,-27.80
21-September-2023,1560.00,1569.00,1538.05,1553.60,1555.962906455148870075,1236145,61337,1923395767.00,819512,66.30,30.95,-6.40
20-September-2023,1599.00,1599.00,1560.60,1563.90,1570.459010875355852631,1922144,129998,3018648365.00,1360325,70.77,38.40,-35.10
18-September-2023,1655.00,1655.00,1626.20,1629.05,1638.487976285547990633,369395,22768,605249266.00,222145,60.14,28.80,-25.95
15-September-2023,1645.60,1669.25,1645.60,1661.90,1660.221865058718155230,420909,13402,698802325.00,247257,58.74,23.65,16.30
14-September-2023,1644.00,1650.00,1635.10,1641.50,1641.599557437424867728,914221,13839,1500784789.00,837947,91.66,14.90,-2.50
13-September-2023,1634.00,1651.60,1629.40,1643.85,1644.141914776102293687,191918,5372,315540428.00,97875,51.00,22.20,9.85
12-September-2023,1641.00,1642.45,1624.00,1636.80,1634.500713434181836151,647572,23222,1058456896.00,420046,64.86,18.45,-4.20
11-September-2023,1633.95,1636.50,1624.50,1632.05,1630.793162590666923422,389475,22592,635153167.00,235255,60.40,12.00,-1.90
8-September-2023,1609.00,1632.80,1607.35,1624.05,1620.615096692934995687,816192,33332,1322733077.00,335628,41.12,25.45,15.05
7-September-2023,1596.95,1614.00,1587.30,1610.85,1601.954975593200756755,553944,25270,887393347.00,314455,56.77,26.70,13.90
6-September-2023,1575.50,1600.00,1573.65,1596.55,1588.262095594687883929,410232,19578,651555936.00,257709,62.82,26.35,21.05
5-September-2023,1588.55,1589.45,1571.05,1575.10,1576.676738009246897792,142318,8070,224389480.00,72424,50.89,18.40,-13.45
4-September-2023,1583.00,1590.60,1575.00,1584.15,1582.337636687950779412,386830,17412,612095668.00,186140,48.12,15.60,1.15
1-September-2023,1570.00,1579.45,1559.35,1574.85,1570.763038973719412572,1181899,61288,1856483265.00,336893,28.50,20.10,4.85
31-August-2023,1581.95,1581.95,1562.40,1571.95,1569.985650003180054696,754704,34698,1184874450.00,336665,44.61,19.55,-10.00
30-August-2023,1602.35,1603.50,1573.50,1578.95,1591.031147671047127216,554584,23005,882360418.00,330171,59.53,30.00,-23.40
29-August-2023,1590.15,1592.75,1580.60,1590.30,1588.296485613178017015,455243,20237,723060857.00,410983,90.28,12.15,0.15
28-August-2023,1560.00,1582.55,1560.00,1577.70,1574.281659023004342964,2072087,15661,3262048560.00,1950437,94.13,22.55,17.70
25-August-2023,1576.95,1576.95,1557.70,1561.95,1564.296027162261186835,1176338,36115,1840140860.00,285859,24.30,19.25,-15.00
24-August-2023,1593.20,1595.80,1575.95,1578.80,1582.172351026373480369,451590,15291,714493212.00,265138,58.71,19.85,-14.40
23-August-2023,1581.00,1592.00,1573.15,1586.45,1584.273967965568340005,289501,12461,458648898.00,73207,25.29,18.85,5.45
22-August-2023,1596.40,1598.05,1580.05,1582.15,1587.987014887390253212,157180,7395,249599799.00,66577,42.36,18.00,-14.25
21-August-2023,1595.05,1599.85,1586.95,1589.05,1592.859585982440205873,264240,18750,420897217.00,158412,59.95,12.90,-6.00
18-August-2023,1593.00,1596.75,1585.05,1591.15,1590.497142067601372971,962584,34394,1530987101.00,93090,9.67,11.70,-1.85
17-August-2023,1598.90,1610.00,1593.80,1596.90,1600.464219428229306989,133620,6392,213854029.00,69129,51.74,16.20,-2.00
16-August-2023,1589.00,1609.75,1581.95,1605.80,1598.892710863379153616,307142,9006,491087105.00,182949,59.56,27.80,16.80
14-August-2023,1610.00,1614.80,1600.25,1610.40,1607.147117908368558565,334514,32251,537613211.00,186803,55.84,14.55,0.40
11-August-2023,1639.00,1639.00,1616.30,1619.05,1625.111114379681000653,169969,8901,276218511.00,66092,38.88,22.70,-19.95
10-August-2023,1649.00,1654.00,1631.00,1636.30,1639.781325687177086978,220067,9232,360861757.00,103121,46.86,23.00,-12.70
9-August-2023,1652.05,1653.60,1631.35,1650.15,1641.168304472416982154,219501,15935,360238084.00,101941,46.44,22.25,-1.90
8-August-2023,1653.00,1656.00,1642.30,1650.85,1650.341541024859256841,232871,11867,384316685.00,103842,44.59,13.70,-2.15
7-August-2023,1660.00,1663.50,1647.55,1651.55,1654.021511077252511942,194272,11849,321330067.00,94703,48.75,15.95,-8.45
4-August-2023,1633.30,1656.65,1628.70,1652.80,1647.033425557691629103,765163,31079,1260249037.00,181538,23.73,27.95,19.50
3-August-2023,1637.05,1651.05,1623.00,1628.70,1635.484238164614719585,312305,39607,510769905.00,153633,49.19,28.05,-8.35
2-August-2023,1642.00,1652.00,1633.25,1640.90,1644.905562493995580747,156135,11913,256827330.00,113455,72.66,18.75,-1.10
1-August-2023,1652.60,1666.45,1650.25,1661.60,1657.556440605561749169,191954,12506,318174589.00,105099,54.75,16.20,9.00
31-July-2023,1642.55,1656.25,1638.65,1651.10,1648.764391413375954145,435468,15045,717984132.00,301133,69.15,17.60,8.55
28-July-2023,1663.95,1669.00,1640.45,1644.80,1647.972120506748726048,769849,38321,1268689689.00,261838,34.01,28.55,-19.15
27-July-2023,1697.00,1702.55,1668.10,1673.65,1686.516806955750003466,144226,8693,243239573.00,59315,41.13,34.45,-23.35
26-July-2023,1694.65,1699.60,1687.50,1690.35,1692.651535038576047635,93711,5660,158620068.00,44149,47.11,12.10,-4.30
25-July-2023,1683.60,1698.85,1678.75,1696.40,1692.036077931652349252,409641,22576,693127351.00,288378,70.40,20.10,12.80
24-July-2023,1676.60,1684.75,1670.40,1678.85,1678.797105584195820707,101644,4577,170639653.00,48539,47.75,14.35,2.25
21-July-2023,1680.00,1690.00,1672.45,1675.70,1679.189420096732237733,877267,26384,1473097465.00,125952,14.36,17.55,-4.30
20-July-2023,1683.70,1690.95,1680.65,1688.50,1685.906483561508356998,141558,9173,238653550.00,66551,47.01,10.30,4.80
19-July-2023,1680.00,1688.65,1675.25,1684.85,1681.979410440309854926,153233,8446,257734751.00,79656,51.98,13.40,4.85
18-July-2023,1695.00,1704.00,1670.05,1677.20,1687.033672433707868254,728103,33747,1228334278.00,286653,39.37,33.95,-17.80
17-July-2023,1650.00,1682.05,1633.15,1679.20,1659.815588385821922869,730762,31055,1212930159.00,302760,41.43,48.90,29.20
14-July-2023,1653.00,1653.10,1635.00,1645.20,1643.700642764600567712,477002,26158,784048494.00,172668,36.20,18.10,-7.80
13-July-2023,1655.00,1656.80,1639.00,1641.30,1649.163862251975152282,315039,18366,519550934.00,146793,46.60,17.80,-13.70
12-July-2023,1655.00,1666.00,1627.20,1633.00,1647.434935750552990283,604441,30568,995777220.00,367260,60.76,38.80,-22.00
11-July-2023,1665.55,1676.00,1645.65,1648.65,1661.610865558690652879,183939,10026,305635041.00,96514,52.47,30.35,-16.90
10-July-2023,1664.35,1676.85,1650.00,1656.30,1661.291442935247577997,245458,15334,407777275.00,104546,42.59,26.85,-8.05
7-July-2023,1669.95,1675.00,1655.75,1660.75,1662.298469710633315930,505656,19654,840551195.00,88864,17.57,19.25,-9.20
6-July-2023,1673.90,1687.70,1654.40,1674.75,1673.330820816051115922,312701,19798,523252221.00,132007,42.22,33.30,0.85
5-July-2023,1719.75,1719.75,1668.50,1673.30,1680.738435954258062367,540598,38091,908603837.00,287021,53.09,51.25,-46.45
4-July-2023,1728.00,1746.45,1713.75,1728.65,1729.172872915101814028,291561,8008,504159372.00,73478,25.20,32.70,0.65
3-July-2023,1714.90,1757.80,1701.75,1719.55,1738.603843190845852441,964459,33453,1676812124.00,365028,37.85,56.05,4.65
30-June-2023,1695.00,1708.60,1682.90,1701.75,1695.915827479010109416,1225590,27471,2078497479.00,330265,26.95,25.70,6.75
28-June-2023,1672.90,1679.85,1661.00,1676.40,1671.794036923865112619,218612,8932,365474238.00,118146,54.04,18.85,3.50
27-June-2023,1644.90,1672.00,1638.40,1658.00,1654.481795984028037114,174055,7237,287970829.00,70879,40.72,33.60,13.10
26-June-2023,1644.05,1650.85,1629.30,1635.40,1638.264296050599157764,61503,3704,100758169.00,24601,40.00,21.55,-8.65
23-June-2023,1640.65,1659.90,1634.05,1643.45,1651.085866878995245141,665635,19936,1099020541.00,236675,35.56,25.85,2.80
22-June-2023,1641.25,1656.90,1638.30,1643.65,1646.600547653425043883,475118,20865,782329559.00,284588,59.90,18.60,2.40
21-June-2023,1615.35,1637.00,1611.50,1635.80,1621.444876635418569163,2173679,25254,3524500678.00,1952156,89.81,25.50,20.45
20-June-2023,1605.00,1610.95,1590.90,1608.30,1600.030300804888079431,68084,3366,108936463.00,27924,41.01,20.05,3.30
19-June-2023,1608.00,1614.75,1598.00,1603.65,1606.876990669528134181,108569,5132,174457028.00,42699,39.33,16.75,-4.35
16-June-2023,1584.20,1609.20,1583.45,1602.10,1597.073066197931924959,92163,5327,147191045.00,33357,36.19,25.75,17.90
15-June-2023,1601.55,1606.00,1580.00,1581.55,1590.889997409114946567,281757,26395,448244393.00,172273,61.14,26.00,-20.00
14-June-2023,1606.20,1612.70,1600.00,1602.00,1606.428159123656753988,230412,13849,370140325.00,123630,53.66,12.70,-4.20
13-June-2023,1590.00,1609.05,1590.00,1604.70,1603.317892464045069303,80587,4738,129206579.00,38780,48.12,19.05,14.70
12-June-2023,1612.95,1616.00,1599.00,1600.60,1604.502366915459007347,68866,4274,110495660.00,35837,52.04,17.00,-12.35
9-June-2023,1613.25,1618.45,1607.00,1610.55,1613.335188950605038682,161312,8393,260250326.00,66015,40.92,11.45,-2.70
8-June-2023,1605.00,1625.85,1604.00,1608.90,1617.032454203512820797,270381,11747,437214852.00,139575,51.62,21.85,3.90
7-June-2023,1601.30,1611.65,1596.60,1607.75,1603.288737645271425608,178373,11237,285983422.00,98061,54.98,15.05,6.45
6-June-2023,1604.20,1608.60,1592.40,1600.30,1599.296772158770700735,193411,16060,309321588.00,105236,54.41,16.20,-3.90
5-June-2023,1617.00,1617.00,1602.25,1604.50,1610.241655540720961281,68159,3466,109752461.00,33688,49.43,14.75,-12.50
2-June-2023,1609.05,1615.50,1601.25,1606.15,1607.854463637683263173,172225,13335,276912735.00,91333,53.03,14.25,-2.90
1-June-2023,1622.00,1622.00,1600.40,1604.10,1611.907403558696103979,187653,14400,302479260.00,105006,55.96,21.60,-17.90
